,sensor_id,latency
649,temperature,0.044197
650,pressure,0.044319
651,humidity,0.191554
652,temperature,0.050078
653,pressure,0.122312
654,humidity,0.209009
655,temperature,0.066871
656,pressure,0.140267
657,humidity,0.084651
658,temperature,0.044329
659,pressure,0.044268
660,humidity,0.044481
661,temperature,0.097299
662,pressure,0.041877
663,humidity,0.057843
664,temperature,0.111888
665,pressure,0.043981
666,humidity,0.075816
667,temperature,0.132715
668,pressure,0.043823
669,humidity,0.093617
670,temperature,0.044713
671,pressure,0.124623
672,humidity,0.111005
673,temperature,0.041833
674,pressure,0.142046
675,humidity,0.128169
676,temperature,0.044485
677,pressure,0.057493
678,humidity,0.145776
679,temperature,0.042092
680,pressure,0.041957
681,humidity,0.163354
682,temperature,0.043095
683,pressure,0.0914
684,humidity,0.183861
685,temperature,0.042965
686,pressure,0.10893
687,humidity,0.198328
688,temperature,0.055699
689,pressure,0.128
690,humidity,0.218879
691,temperature,0.076147
692,pressure,0.042375
693,humidity,0.042346
694,temperature,0.081861
695,pressure,0.043881
696,humidity,0.253248
697,temperature,0.110535
698,pressure,0.042653
699,humidity,0.063056
700,temperature,0.11657
701,pressure,0.044414
702,humidity,0.043047
703,temperature,0.091289
704,pressure,0.043697
705,humidity,0.096263
706,temperature,0.04425
707,pressure,0.127093
708,humidity,0.113794
709,temperature,0.041488
710,pressure,0.144228
711,humidity,0.131079
712,temperature,0.15291
713,pressure,0.161461
714,humidity,0.152114
715,temperature,0.103924
716,pressure,0.148902
717,humidity,0.167118
718,temperature,0.043643
719,pressure,0.096168
720,humidity,0.082249
721,temperature,0.137958
722,pressure,0.042195
723,humidity,0.202228
724,temperature,0.057655
725,pressure,0.110066
726,humidity,0.043935
727,temperature,0.072647
728,pressure,0.045607
729,humidity,0.24071
730,temperature,0.103621
731,pressure,0.044219
732,humidity,0.152924
733,temperature,0.042906
734,pressure,0.081686
735,humidity,0.068336
736,temperature,0.122429
737,pressure,0.044498
738,humidity,0.088582
739,temperature,0.042233
740,pressure,0.116794
741,humidity,0.103006
742,temperature,0.042232
743,pressure,0.042424
744,humidity,0.123507
745,temperature,0.042414
746,pressure,0.151101
747,humidity,0.137432
748,temperature,0.0443
749,pressure,0.066117
750,humidity,0.159048
751,temperature,0.045478
752,pressure,0.085846
753,humidity,0.173935
754,temperature,0.043934
755,pressure,0.102323
756,humidity,0.193854
757,temperature,0.052145
758,pressure,0.119724
759,humidity,0.106782
760,temperature,0.044382
761,pressure,0.137813
762,humidity,0.124879
763,temperature,0.042783
764,pressure,0.053746
765,humidity,0.142525
766,temperature,0.044933
767,pressure,0.071445
768,humidity,0.060968
769,temperature,0.116459
770,pressure,0.042605
771,humidity,0.075591
772,temperature,0.043477
773,pressure,0.04487
774,humidity,0.095889
775,temperature,0.047378
776,pressure,0.124162
777,humidity,0.112189
778,temperature,0.044725
779,pressure,0.142176
780,humidity,0.071926
781,temperature,0.044251
782,pressure,0.045901
783,humidity,0.146243
784,temperature,0.046957
785,pressure,0.075013
786,humidity,0.167827
787,temperature,0.042089
788,pressure,0.092637
789,humidity,0.043473
790,temperature,0.132987
791,pressure,0.042036
792,humidity,0.096497
793,temperature,0.042793
794,pressure,0.127918
795,humidity,0.218172
796,temperature,0.077737
797,pressure,0.042947
798,humidity,0.234595
799,temperature,0.092295
800,pressure,0.042682
801,humidity,0.149607
802,temperature,0.042563
803,pressure,0.078234
804,humidity,0.078166
805,temperature,0.044653
806,pressure,0.095865
807,humidity,0.082109
808,temperature,0.136323
809,pressure,0.042762
810,humidity,0.102681
811,temperature,0.042378
812,pressure,0.044169
813,humidity,0.11902
814,temperature,0.043477
815,pressure,0.042366
816,humidity,0.135291
817,temperature,0.042401
818,pressure,0.042401
819,humidity,0.152732
820,temperature,0.042979
821,pressure,0.081825
822,humidity,0.068178
823,temperature,0.122428
824,pressure,0.201988
825,humidity,0.071133
826,temperature,0.132998
827,pressure,0.042187
828,humidity,0.205471
829,temperature,0.063212
830,pressure,0.134058
831,humidity,0.120803
832,temperature,0.380644
833,pressure,0.263769
834,humidity,0.446212
835,temperature,0.304384
836,pressure,0.182173
837,humidity,0.258963
838,temperature,0.116906
839,pressure,0.042475
840,humidity,0.379975
841,temperature,0.237227
842,pressure,0.11462
843,humidity,0.042934
844,temperature,0.144948
845,pressure,0.223182
846,humidity,0.108082
847,temperature,0.162564
848,pressure,0.044687
849,humidity,0.128161
850,temperature,0.042778
851,pressure,0.054578
852,humidity,0.143979
853,temperature,0.042864
854,pressure,0.072527
855,humidity,0.05973
856,temperature,0.085074
857,pressure,0.043413
858,humidity,0.179785
859,temperature,0.042639
860,pressure,0.108324
861,humidity,0.094483
862,temperature,0.043088
863,pressure,0.133903
864,humidity,0.044416
865,temperature,0.167354
866,pressure,0.04708
867,humidity,0.130152
868,temperature,0.043007
869,pressure,0.058963
870,humidity,0.249511
871,temperature,0.106677
872,pressure,0.178814
873,humidity,0.062816
874,temperature,0.123338
875,pressure,0.04271
876,humidity,0.08166
877,temperature,0.134889
878,pressure,0.089866
879,humidity,0.098244
880,temperature,0.15211
881,pressure,0.043081
882,humidity,0.553028
883,temperature,0.410705
884,pressure,0.287985
885,humidity,0.428905
886,temperature,0.364633
887,pressure,0.243888
888,humidity,0.740557
889,temperature,0.59793
890,pressure,0.481011
891,humidity,0.476233
892,temperature,0.334153
893,pressure,0.211744
894,humidity,0.10883
895,temperature,0.140773
896,pressure,0.043119
897,humidity,0.085503
898,temperature,0.159873
899,pressure,0.042783
900,humidity,0.122771
901,temperature,0.042501
902,pressure,0.0428
903,humidity,0.066934
904,temperature,0.043367
905,pressure,0.172354
906,humidity,0.043855
907,temperature,0.110348
908,pressure,0.043143
909,humidity,0.096233
910,temperature,0.043081
911,pressure,0.105251
912,humidity,0.094854
913,temperature,0.046298
914,pressure,0.225638
915,humidity,0.108002
916,temperature,0.266129
917,pressure,0.148843
918,humidity,0.1257
919,temperature,0.045401
920,pressure,0.056093
921,humidity,0.143348
922,temperature,0.045572
923,pressure,0.073218
924,humidity,0.162165
925,temperature,0.045965
926,pressure,0.090829
