,sensor_id,latency
626,temperature,0.001176
627,humidity,0.006211
628,pressure,0.004507
629,temperature,-0.012725
630,humidity,-0.007702
631,pressure,0.022659
632,temperature,0.035158
633,humidity,0.039221
634,pressure,0.038716
635,temperature,0.052799
636,humidity,0.056662
637,pressure,0.055812
638,temperature,0.069167
639,humidity,0.073248
